"record_code","format_version","submission_date","reporting_agency","release_agency","coordinator","tag_code_or_release_id","tag_type","first_sequential_number","last_sequential_number","related_group_type","related_group_id","species","run","brood_year","first_release_date","last_release_date","release_location_code","hatchery_location_code","stock_location_code","release_stage","rearing_type","study_type","release_strategy","avg_weight","avg_length","study_integrity","cwt_1st_mark","cwt_1st_mark_count","cwt_2nd_mark","cwt_2nd_mark_count","non_cwt_1st_mark","non_cwt_1st_mark_count","non_cwt_2nd_mark","non_cwt_2nd_mark_count","counting_method","tag_loss_rate","tag_loss_days","tag_loss_sample_size","tag_reused","comments","release_location_name","hatchery_location_name","stock_location_name","release_location_state","release_location_rmis_region","release_location_rmis_basin","record_origin","tagged_adclipped","tagged_unclipped","untagged_adclipped","untagged_unclipped","untagged_unknown"
"T",4.2,20110216,"USFWS","USFWS",7,"54296",12,NA,NA,NA,NA,1,7,2008,20081216,20081216,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","B","FR",26.68,130,"N",5000,73140,NA,NA,5000,3047,NA,NA,"C",0.04,143,200,"","December Spring Surrogate","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",73140,0,3047,0,0
"T",4.2,20110216,"USFWS","USFWS",7,"54298",12,NA,NA,NA,NA,1,7,2008,20090106,20090106,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",28.71,134,"N",5000,81389,NA,NA,5000,1670,0,417,"C",0.025,155,200,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",81389,0,1670,417,0
"T",4.2,20140604,"USFWS","USFWS",7,"54871",12,NA,NA,NA,NA,1,3,2008,20090513,20090515,"6MOSFSPB NET","6FCSABAT CNFH","6FCSABAT CNFH","S","H","B","FR",7.69,88,"N",5000,137800,0,353,5000,353,0,415712,"C",0.0026,29,392,"","Production resubmitted 6.4.14","SAN PABLO BAY NET PENS","COLEMAN NFH","COLEMAN NFH","CA","CECA","SFBA","N",137800,353,353,415712,0
"T",4.2,20110216,"USFWS","USFWS",7,"54872",12,NA,NA,NA,NA,1,3,2008,20090416,20090416,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",5.15,76,"N",5000,119391,NA,NA,0,358513,NA,NA,"C",0,21,389,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",119391,0,0,358513,0
"T",4.2,20110216,"USFWS","USFWS",7,"54873",12,NA,NA,NA,NA,1,3,2008,20090423,20090423,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",5.4,77,"N",5000,129807,NA,NA,0,389689,NA,NA,"C",0,31,376,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",129807,0,0,389689,0
"T",4.2,20110216,"USFWS","USFWS",7,"54874",12,NA,NA,NA,NA,1,3,2008,20090409,20090409,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",4.72,78,"N",5000,118116,NA,NA,0,354644,NA,NA,"C",0,23,404,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",118116,0,0,354644,0
"T",4.2,20110216,"USFWS","USFWS",7,"54875",12,NA,NA,NA,NA,1,3,2008,20090409,20090409,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",5.27,76,"N",5000,112979,NA,NA,0,339299,NA,NA,"C",0,27,397,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",112979,0,0,339299,0
"T",4.2,20140604,"USFWS","USFWS",7,"54876",12,NA,NA,NA,NA,1,3,2008,20090409,20090409,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",4.77,78,"N",5000,105755,NA,NA,0,317638,NA,NA,"C",0,27,393,"","Production Resubmitted 6.4.14","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",105755,0,0,317638,0
"T",4.2,20110216,"USFWS","USFWS",7,"54877",12,NA,NA,NA,NA,1,3,2008,20090409,20090409,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",4.4,76,"N",5000,108337,NA,NA,0,325459,NA,NA,"C",0,20,402,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",108337,0,0,325459,0
"T",4.2,20140604,"USFWS","USFWS",7,"54878",12,NA,NA,NA,NA,1,3,2008,20090409,20090409,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",4.88,74,"N",5000,118706,NA,NA,0,356319,NA,NA,"C",0,21,397,"","Production resubmit 6.4.14","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",118706,0,0,356319,0
"T",4.2,20140604,"USFWS","USFWS",7,"54879",12,NA,NA,NA,NA,1,3,2008,20090512,20090513,"6MOSFSPB NET","6FCSABAT CNFH","6FCSABAT CNFH","S","H","B","FR",7.63,90,"N",5000,107781,NA,NA,5000,267,0,324437,"C",0.0025,41,404,"","76130tag,228755notagConPhil5/1231862T95738NTMareIs5/13resub6.4.14","SAN PABLO BAY NET PENS","COLEMAN NFH","COLEMAN NFH","CA","CECA","SFBA","N",107781,0,267,324437,0
"T",4.2,20140604,"USFWS","USFWS",7,"54880",12,NA,NA,NA,NA,1,3,2008,20090409,20090409,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",4.72,75,"N",5000,119514,NA,NA,0,358696,NA,NA,"C",0,16,381,"","Production Resubmitted 6.4.14","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",119514,0,0,358696,0
"T",4.2,20110216,"USFWS","USFWS",7,"54882",12,NA,NA,NA,NA,1,3,2008,20090409,20090409,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",4.82,77,"N",5000,118755,NA,NA,5000,306,0,357300,"C",0.0026,14,389,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",118755,0,306,357300,0
"T",4.2,20110216,"USFWS","USFWS",7,"54883",12,NA,NA,NA,NA,1,3,2008,20090409,20090409,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",4.93,76,"N",5000,108863,NA,NA,0,326820,NA,NA,"C",0,13,376,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",108863,0,0,326820,0
"T",4.2,20110216,"USFWS","USFWS",7,"54884",12,NA,NA,NA,NA,1,3,2008,20090409,20090409,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",4.63,73,"N",5000,115782,NA,NA,5000,287,0,348496,"C",0.0025,23,405,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",115782,0,287,348496,0
"T",4.2,20110216,"USFWS","USFWS",7,"54885",12,NA,NA,NA,NA,1,3,2008,20090416,20090416,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",4.93,76,"N",5000,114739,NA,NA,0,344500,NA,NA,"C",0,26,401,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",114739,0,0,344500,0
"T",4.2,20110216,"USFWS","USFWS",7,"54886",12,NA,NA,NA,NA,1,3,2008,20090416,20090416,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",4.98,75,"N",5000,109292,NA,NA,5000,271,0,328915,"C",0.0025,26,404,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",109292,0,271,328915,0
"T",4.2,20110216,"USFWS","USFWS",7,"54888",12,NA,NA,NA,NA,1,3,2008,20090416,20090416,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",4.63,74,"N",5000,124628,0,312,0,375046,NA,NA,"C",0,23,401,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",124628,312,0,375046,0
"T",4.2,20110216,"USFWS","USFWS",7,"54889",12,NA,NA,NA,NA,1,3,2008,20090416,20090416,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",5.1,77,"N",5000,113350,NA,NA,0,340285,NA,NA,"C",0,21,412,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",113350,0,0,340285,0
"T",4.2,20110216,"USFWS","USFWS",7,"54890",12,NA,NA,NA,NA,1,3,2008,20090423,20090423,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",5.97,79,"N",5000,109171,NA,NA,0,327691,NA,NA,"C",0,21,412,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",109171,0,0,327691,0
"T",4.2,20110216,"USFWS","USFWS",7,"54892",12,NA,NA,NA,NA,1,3,2008,20090423,20090423,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",5.15,77,"N",5000,120927,NA,NA,5000,315,0,363879,"C",0.0026,27,385,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",120927,0,315,363879,0
"T",4.2,20110216,"USFWS","USFWS",7,"54893",12,NA,NA,NA,NA,1,3,2008,20090423,20090423,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",5.53,77,"N",5000,118917,NA,NA,0,357073,NA,NA,"C",0,27,409,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",118917,0,0,357073,0
"T",4.2,20140604,"USFWS","USFWS",7,"55182",12,NA,NA,NA,NA,1,3,2009,20100408,20100408,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",4.93,75,"N",5000,86302,0,215,0,260628,NA,NA,"C",0.005,22,403,"","Production RESUB 6.4.14","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",86302,215,0,260628,0
"T",4.2,20140604,"USFWS","USFWS",7,"55188",12,NA,NA,NA,NA,1,3,2009,20100408,20100408,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",5.34,79,"N",5000,117670,NA,NA,5000,311,0,355427,"C",0.0053,21,975,"","Production RESUB 6.4.14","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",117670,0,311,355427,0
"T",4.2,20140221,"USFWS","USFWS",7,"55195",12,NA,NA,NA,NA,1,3,2009,20100409,20100409,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",4.36,72,"N",5000,112693,0,788,5000,1182,0,347451,"C",0.0171,29,293,"","Resubmited2.21.14Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",112693,788,1182,347451,0
"T",4.2,20140604,"USFWS","USFWS",7,"55223",12,NA,NA,NA,NA,1,3,2009,20100416,20100416,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",4.45,73,"N",5000,101711,NA,NA,0,305381,NA,NA,"C",0,22,149,"","Production RESUB 6.4.14","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",101711,0,0,305381,0
"T",4.2,20100930,"USFWS","USFWS",7,"52371",12,NA,NA,NA,NA,1,7,2009,20091216,20091216,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",38.88,139,"N",5000,43933,NA,NA,5000,446,0,223,"C",0.015,193,200,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",43933,0,446,223,0
"T",4.2,20140616,"USFWS","USFWS",7,"55196",12,NA,NA,NA,NA,1,3,2009,20100518,20100519,"6MOSFSPB NET","6FCSABAT CNFH","6FCSABAT CNFH","S","H","B","FR",8.98,93,"N",5000,105240,NA,NA,0,316941,NA,NA,"C",0.0025,22,402,"","204820 rel 5/18/10 & 217361 rel 5/19/10 RESUB 6.4.14 &6.16","SAN PABLO BAY NET PENS","COLEMAN NFH","COLEMAN NFH","CA","CECA","SFBA","N",105240,0,0,316941,0
"T",4.2,20140221,"USFWS","USFWS",7,"55198",12,NA,NA,NA,NA,1,3,2009,20100416,20100416,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",4.05,72,"N",5000,103920,NA,NA,5000,0,0,311941,"C",0,24,393,"","Resubmited2.21.14Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",103920,0,0,311941,0
"T",4.2,20140221,"USFWS","USFWS",7,"55193",12,NA,NA,NA,NA,1,3,2009,20100409,20100409,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",4.45,74,"N",5000,117720,NA,NA,5000,0,0,353357,"C",0,29,388,"","Resubmited2.21.14Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",117720,0,0,353357,0
"T",4.2,20140221,"USFWS","USFWS",7,"55179",12,NA,NA,NA,NA,1,3,2009,20100408,20100408,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",5.53,78,"N",5000,95975,0,231,5000,463,0,291424,"C",0.0072,22,419,"","Resubmited2.21.14Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",95975,231,463,291424,0
"T",4.2,20140221,"USFWS","USFWS",7,"55180",12,NA,NA,NA,NA,1,3,2009,20100408,20100408,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",4.98,78,"N",5000,88137,NA,NA,5000,0,0,265541,"C",0.0026,27,389,"","Resubmited2.21.14Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",88137,0,0,265541,0
"T",4.2,20140604,"USFWS","USFWS",7,"55181",12,NA,NA,NA,NA,1,3,2009,20100408,20100408,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",4.72,76,"N",5000,95007,0,244,0,286921,NA,NA,"C",0.0051,25,392,"","Production RESUB 6.4.14","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",95007,244,0,286921,0
"T",4.2,20140221,"USFWS","USFWS",7,"55183",12,NA,NA,NA,NA,1,3,2009,20100408,20100408,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",5.15,76,"N",5000,116291,0,282,5000,0,0,349904,"C",0,21,414,"","Resubmited2.21.14Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",116291,282,0,349904,0
"T",4.2,20140616,"USFWS","USFWS",7,"55184",12,NA,NA,NA,NA,1,3,2009,20100519,20100520,"6MOSFSPB NET","6FCSABAT CNFH","6FCSABAT CNFH","S","H","B","FR",9.49,93,"N",5000,114091,NA,NA,0,347008,NA,NA,"C",0.01,27,801,"","171330 Mare Isl 5/19 & 289769 Cono-Phips 5/20 RESB 6.4/16.14","SAN PABLO BAY NET PENS","COLEMAN NFH","COLEMAN NFH","CA","CECA","SFBA","N",114091,0,0,347008,0
"T",4.2,20140221,"USFWS","USFWS",7,"55185",12,NA,NA,NA,NA,1,3,2009,20100408,20100408,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",4.98,75,"N",5000,108389,NA,NA,5000,0,0,325252,"C",0,22,386,"","Resubmited2.21.14Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",108389,0,0,325252,0
"T",4.2,20140221,"USFWS","USFWS",7,"55186",12,NA,NA,NA,NA,1,3,2009,20100408,20100408,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",4.93,75,"N",5000,105794,NA,NA,5000,0,0,317531,"C",0,21,362,"","Resubmited2.21.14Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",105794,0,0,317531,0
"T",4.2,20140616,"USFWS","USFWS",7,"55187",12,NA,NA,NA,NA,1,3,2009,20100517,20100518,"6MOSFSPB NET","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",9.36,93,"N",5000,118588,0,309,0,356835,NA,NA,"C",0.0026,20,385,"","293294 rel 5/17/10 & 182438 rel 5/18/10 RESUB 6.4.14/6.16.14","SAN PABLO BAY NET PENS","COLEMAN NFH","COLEMAN NFH","CA","CECA","SFBA","N",118588,309,0,356835,0
"T",4.2,20140221,"USFWS","USFWS",7,"55189",12,NA,NA,NA,NA,1,3,2009,20100408,20100408,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",4.98,76,"N",5000,112440,NA,NA,5000,0,0,337542,"C",0,32,399,"","Resubmited2.21.14roduction","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",112440,0,0,337542,0
"T",4.2,20140221,"USFWS","USFWS",7,"55190",12,NA,NA,NA,NA,1,3,2009,20100409,20100409,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",4.83,75,"N",5000,99672,NA,NA,5000,0,0,304467,"C",0.0131,21,305,"","Resubmited2.21.14Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",99672,0,0,304467,0
"T",4.2,20140221,"USFWS","USFWS",7,"55191",12,NA,NA,NA,NA,1,3,2009,20100409,20100409,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",4.63,75,"N",5000,104281,NA,NA,5000,0,0,313051,"C",0,31,400,"","Resubmited2.21.14Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",104281,0,0,313051,0
"T",4.2,20140221,"USFWS","USFWS",7,"55192",12,NA,NA,NA,NA,1,3,2009,20100409,20100409,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",4.72,74,"N",5000,116800,NA,NA,5000,0,0,350569,"C",0,30,392,"","Resubmited2.21.14Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",116800,0,0,350569,0
"T",4.2,20140221,"USFWS","USFWS",7,"55194",12,NA,NA,NA,NA,1,3,2009,20100409,20100409,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",4.49,72,"N",5000,111590,NA,NA,5000,0,0,336094,"C",0.0025,25,396,"","Resubmited2.21.14Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",111590,0,0,336094,0
"T",4.2,20140221,"USFWS","USFWS",7,"55197",12,NA,NA,NA,NA,1,3,2009,20100409,20100409,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",4.72,75,"N",5000,107617,NA,NA,5000,0,0,323139,"C",0,24,398,"","Resubmited2.21.14Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",107617,0,0,323139,0
"T",4.2,20140221,"USFWS","USFWS",7,"55199",12,NA,NA,NA,NA,1,3,2009,20100416,20100416,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",4.01,70,"N",5000,99659,NA,NA,5000,0,0,300079,"C",0.0025,21,397,"","Resubmited2.21.14Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",99659,0,0,300079,0
"T",4.2,20140221,"USFWS","USFWS",7,"55221",12,NA,NA,NA,NA,1,3,2009,20100416,20100416,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",4.45,72,"N",5000,109482,NA,NA,5000,550,0,330261,"C",0.005,25,400,"","Resubmited2.21.14Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",109482,0,550,330261,0
"T",4.2,20140221,"USFWS","USFWS",7,"55222",12,NA,NA,NA,NA,1,3,2009,20100416,20100416,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",4.28,71,"N",5000,110067,NA,NA,5000,788,0,332792,"C",0.0071,23,422,"","Resubmited2.21.14Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",110067,0,788,332792,0
"T",4.2,20140221,"USFWS","USFWS",7,"55224",12,NA,NA,NA,NA,1,3,2009,20100416,20100416,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",3.84,70,"N",5000,94403,NA,NA,5000,243,0,285087,"C",0.0051,23,390,"","Resubmited2.21.14Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",94403,0,243,285087,0
"T",4.2,20140221,"USFWS","USFWS",7,"55225",12,NA,NA,NA,NA,1,3,2009,20100416,20100416,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",3.98,71,"N",5000,90698,NA,NA,5000,0,0,272183,"C",0,22,406,"","Resubmited2.21.14Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",90698,0,0,272183,0
"T",4.2,20140221,"USFWS","USFWS",7,"55226",12,NA,NA,NA,NA,1,3,2009,20100416,20100416,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",3.88,69,"N",5000,89598,NA,NA,5000,224,0,269640,"C",0.0025,25,401,"","Resubmited2.21.14Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",89598,0,224,269640,0
"T",4.2,20140221,"USFWS","USFWS",7,"55227",12,NA,NA,NA,NA,1,3,2009,20100416,20100416,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",2.62,62,"N",5000,45226,NA,NA,5000,578,0,137546,"C",0.0126,31,396,"","Resubmited2.21.14Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",45226,0,578,137546,0
"T",4.2,20100930,"USFWS","USFWS",7,"52370",12,NA,NA,NA,NA,1,7,2009,20091216,20091216,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",35.39,150,"N",5000,43610,0,899,5000,225,0,225,"C",0.01,194,200,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",43610,899,225,225,0
"T",4.2,20100930,"USFWS","USFWS",7,"52372",12,NA,NA,NA,NA,1,7,2009,20091216,20091216,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",38.88,139,"N",5000,38161,NA,NA,5000,387,0,194,"C",0.015,193,200,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",38161,0,387,194,0
"T",4.2,20100930,"USFWS","USFWS",7,"54990",12,NA,NA,NA,NA,1,7,2009,20091216,20091216,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",36.63,141,"N",5000,85351,0,2653,5000,442,NA,NA,"C",0.005,189,200,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",85351,2653,442,0,0
"T",4.2,20100930,"USFWS","USFWS",7,"54991",12,NA,NA,NA,NA,1,7,2009,20091216,20091216,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",38.84,150,"N",5000,86090,0,444,5000,2219,NA,NA,"C",0.025,187,200,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",86090,444,2219,0,0
"T",4.2,20100930,"USFWS","USFWS",7,"54992",12,NA,NA,NA,NA,1,7,2009,20091228,20091228,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","B","FR",47.74,156,"N",5000,73406,0,1135,5000,1135,NA,NA,"C",0.015,194,200,"","Spring Surrogate","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",73406,1135,1135,0,0
"T",4.2,20100930,"USFWS","USFWS",7,"54993",12,NA,NA,NA,NA,1,7,2009,20091216,20091216,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",33.72,140,"N",5000,85854,0,440,5000,1761,NA,NA,"C",0.02,179,200,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",85854,440,1761,0,0
"T",4.2,20100930,"USFWS","USFWS",7,"54994",12,NA,NA,NA,NA,1,7,2009,20100114,20100114,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","B","FR",38.76,137,"N",5000,85760,NA,NA,5000,433,0,433,"C",0.01,206,200,"","Spring Surrogate","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",85760,0,433,433,0
"T",4.2,20100930,"USFWS","USFWS",7,"54995",12,NA,NA,NA,NA,1,7,2009,20091216,20091216,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",30.07,131,"N",5000,66586,0,1725,5000,690,NA,NA,"C",0.01,175,200,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",66586,1725,690,0,0
"T",4.2,20100930,"USFWS","USFWS",7,"54996",12,NA,NA,NA,NA,1,7,2009,20100114,20100114,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","B","FR",33.6,131,"N",5000,86444,0,438,5000,878,NA,NA,"C",0.01,194,200,"","Spring Surrogate","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",86444,438,878,0,0
"T",4.2,20100930,"USFWS","USFWS",7,"54997",12,NA,NA,NA,NA,1,7,2009,20091216,20091216,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",30.91,139,"N",5000,67959,0,356,5000,2846,NA,NA,"C",0.04,163,200,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",67959,356,2846,0,0
"T",4.2,20100930,"USFWS","USFWS",7,"54998",12,NA,NA,NA,NA,1,7,2009,20091216,20091216,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",30.89,134,"N",5000,77135,0,3282,5000,1641,NA,NA,"C",0.02,157,200,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",77135,3282,1641,0,0
"T",4.2,20100930,"USFWS","USFWS",7,"54999",12,NA,NA,NA,NA,1,7,2009,20091216,20091216,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",28.95,136,"N",5000,80306,0,5237,5000,1746,NA,NA,"C",0.02,156,200,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",80306,5237,1746,0,0
